"","ListID","SpeciesID","Freq"
"1","bronx","Actaea pachypoda",1
"2","bronx","Agrimonia gryposepala",8
"3","bronx","Amaranthus hybridus",1
"4","bronx","Amorpha fruticosa",1
"5","bronx","Anemone americana",2
"6","bronx","Anemone virginiana",1
"7","bronx","Apios americana",1
"8","bronx","Apocynum androsaemifolium",1
"9","bronx","Aquilegia canadensis",3
"10","bronx","Asarum canadense",15
"11","bronx","Asclepias incarnata",1
"12","bronx","Asclepias quadrifolia",1
"13","bronx","Asclepias tuberosa",1
"14","bronx","Astragalus canadensis",1
"15","bronx","Caltha palustris",1
"16","bronx","Calystegia sepium",1
"17","bronx","Cardamine bulbosa",3
"18","bronx","Cardamine pensylvanica",3
"19","bronx","Cardamine rotundifolia",1
"20","bronx","Carya cordiformis",2
"21","bronx","Castanea dentata",3
"22","bronx","Caulophyllum thalictroides",1
"23","bronx","Celastrus scandens",1
"24","bronx","Cenchrus tribuloides",2
"25","bronx","Chamaecrista nictitans",2
"26","bronx","Chamaesyce nutans",1
"27","bronx","Comandra umbellata",1
"28","bronx","Corallorhiza odontorhiza",1
"29","bronx","Cornus florida",1
"30","bronx","Corylus americana",1
"31","bronx","Crotalaria sagittalis",2
"32","bronx","Desmodium canadense",3
"33","bronx","Desmodium dillenii",1
"34","bronx","Desmodium nudiflorum",1
"35","bronx","Desmodium paniculatum",1
"36","bronx","Desmodium perplexum",1
"37","bronx","Dicentra cucullaria",4
"38","bronx","Dichanthelium dichotomum",8
"39","bronx","Digitaria filiformis",1
"40","bronx","Fallopia japonica",1
"41","bronx","Fragaria virginiana",2
"42","bronx","Galium concinnum",1
"43","bronx","Geranium bicknellii",1
"44","bronx","Gleditsia triacanthos",1
"45","bronx","Helianthus giganteus",1
"46","bronx","Hystrix patula",2
"47","bronx","Ilex opaca",1
"48","bronx","Ilex verticillata",8
"49","bronx","Iris versicolor",1
"50","bronx","Juglans cinerea",2
"51","bronx","Juglans nigra",14
"52","bronx","Lathyrus japonicus",1
"53","bronx","Lathyrus palustris",1
"54","bronx","Lepidium virginicum",1
"55","bronx","Lespedeza frutescens",3
"56","bronx","Lespedeza hirta",1
"57","bronx","Lespedeza intermedia",1
"58","bronx","Lespedeza violacea",4
"59","bronx","Lilium canadense",2
"60","bronx","Liriodendron tulipifera",1
"61","bronx","Lithospermum canescens",1
"62","bronx","Lobelia nuttallii",1
"63","bronx","Lonicera sempervirens",1
"64","bronx","Lycopodiella inundata",1
"65","bronx","Lysimachia quadrifolia",1
"66","bronx","Melothria pendula",1
"67","bronx","Micranthes pensylvanica",1
"68","bronx","Nyssa sylvatica",3
"69","bronx","Panax trifolius",1
"70","bronx","Paronychia canadensis",2
"71","bronx","Pedicularis canadensis",1
"72","bronx","Persicaria arifolia",1
"73","bronx","Persicaria lapathifolia",2
"74","bronx","Phaseolus polystachios",1
"75","bronx","Philadelphus inodorus",1
"76","bronx","Phlebodium aureum",2
"77","bronx","Phytolacca americana",1
"78","bronx","Plagiothecium denticulatum",1
"79","bronx","Platanthera lacera",5
"80","bronx","Platanus occidentalis",1
"81","bronx","Pogonia ophioglossoides",1
"82","bronx","Polytrichastrum ohioense",1
"83","bronx","Populus grandidentata",29
"84","bronx","Prunus serotina",15
"85","bronx","Quercus rubra",4
"86","bronx","Quercus velutina",1
"87","bronx","Ranunculus hispidus",1
"88","bronx","Robinia pseudoacacia",15
"89","bronx","Rorippa palustris",3
"90","bronx","Rosa carolina",1
"91","bronx","Rumex altissimus",1
"92","bronx","Sassafras albidum",1
"93","bronx","Saxifraga virginiensis",3
"94","bronx","Silene caroliniana",6
"95","bronx","Sisyrinchium atlanticum",3
"96","bronx","Solidago bicolor",3
"97","bronx","Solidago caesia",1
"98","bronx","Solidago rugosa",1
"99","bronx","Spartina alterniflora",1
"100","bronx","Spartina patens",1
"101","bronx","Stellaria longifolia",1
"102","bronx","Strophostyles helvola",1
"103","bronx","Suaeda calceoliformis",1
"104","bronx","Symphyotrichum ericoides",1
"105","bronx","Symphyotrichum laeve",1
"106","bronx","Thalictrum pubescens",1
"107","bronx","Thalictrum thalictroides",3
"108","bronx","Tradescantia virginiana",1
"109","bronx","Trillium cernuum",1
"110","bronx","Ulmus americana",2
"111","bronx","Vernonia noveboracensis",1
"112","bronx","Viola cucullata",1
"113","bronx","Viola labradorica",1
"114","bronx","Viola lanceolata",1
"115","bronx","Viola palmata",8
"116","bronx","Viola rotundifolia",7
"117","bronx","Vitis labrusca",1
"118","bronx","Weissia controversa",1
"119","bronx","Woodwardia orientalis",1
"120","manhattan","Adiantum pedatum",2
"121","manhattan","Amblystegiella subtilis",1
"122","manhattan","Amblystegium serpens",3
"123","manhattan","Amblystegium varium",1
"124","manhattan","Amorpha fruticosa",1
"125","manhattan","Andreaea rothii",1
"126","manhattan","Andreaea rupestris",1
"127","manhattan","Anoectangium stracheyanum",2
"128","manhattan","Anomodon attenuatus",2
"129","manhattan","Anomodon rostratus",2
"130","manhattan","Anomodon rugelii",1
"131","manhattan","Anomodon viticulosus",1
"132","manhattan","Aulacomnium palustre",1
"133","manhattan","Barbula unguiculata",1
"134","manhattan","Brachythecium campestre",2
"135","manhattan","Brachythecium oxycladon",1
"136","manhattan","Brachythecium populeum",1
"137","manhattan","Brachythecium rivulare",1
"138","manhattan","Brachythecium salebrosum",2
"139","manhattan","Bromus ciliatus",1
"140","manhattan","Brotherella recurvans",1
"141","manhattan","Bryhnia novae-angliae",1
"142","manhattan","Bryum caespiticium",1
"143","manhattan","Bryum pseudotriquetrum",3
"144","manhattan","Bryum roseum",1
"145","manhattan","Callicladium haldanianum",1
"146","manhattan","Calystegia sepium",2
"147","manhattan","Campylium chrysophyllum",1
"148","manhattan","Ceratodon purpureus",3
"149","manhattan","Chiloscyphus pallescens",1
"150","manhattan","Cicuta maculata",1
"151","manhattan","Dichanthelium acuminatum",1
"152","manhattan","Dichanthelium scoparium",1
"153","manhattan","Dicranum polysetum",1
"154","manhattan","Dicranum scoparium",2
"155","manhattan","Dicranum viride",2
"156","manhattan","Diphyscium foliosum",1
"157","manhattan","Ditrichum lineare",2
"158","manhattan","Drepanocladus aduncus",1
"159","manhattan","Dryopteris carthusiana",1
"160","manhattan","Dryopteris marginalis",1
"161","manhattan","Entodon seductrix",1
"162","manhattan","Eurhynchium hians",2
"163","manhattan","Glyceria grandis",1
"164","manhattan","Hamamelis virginiana",1
"165","manhattan","Hedwigia ciliata",1
"166","manhattan","Hylocomium triquetrum",1
"167","manhattan","Hymenostylium recurvirostrum",1
"168","manhattan","Leersia virginica",1
"169","manhattan","Osmorhiza claytonii",2
"170","manhattan","Osmorhiza longistylis",1
"171","manhattan","Panicum dichotomiflorum",1
"172","manhattan","Pleuridium subulatum",1
"173","manhattan","Poa pratensis",1
"174","manhattan","Poa saltuensis",1
"175","manhattan","Polygala paucifolia",1
"176","manhattan","Polypodium virginianum",1
"177","manhattan","Polytrichastrum alpinum",1
"178","manhattan","Preissia quadrata",1
"179","manhattan","Prunus serotina",3
"180","manhattan","Ptilium crista-castrensis",3
"181","manhattan","Sanicula marilandica",1
"182","manhattan","Saxifraga virginiensis",1
"183","manhattan","Taenidia integerrima",1
"184","manhattan","Thuja occidentalis",2
"185","manhattan","Tortella humilis",1
"186","manhattan","Vallisneria spiralis",1
"187","manhattan","Viola rotundifolia",1
"188","manhattan","Weissia controversa",2
"189","manhattan","Woodsia obtusa",1
"190","manhattan","Woodwardia virginica",1
"191","manhattan","Zizia aurea",2
"192","manhattan","Zizia cordata",1
